time_period,time_identifier,geographic_level,country_code,country_name,characteristic_group,characteristic,school_type,gender,no_schools,t_mtc_eligible_pupils,t_mtc_pupils_completed_check,t_mtc_eligible_pupils_not_completed_check,t_mtc_scored_25,t_mtc_scored_24,t_mtc_scored_23,t_mtc_scored_22,t_mtc_scored_21,t_mtc_scored_20,t_mtc_scored_19,t_mtc_scored_18,t_mtc_scored_17,t_mtc_scored_16,t_mtc_scored_15,t_mtc_scored_14,t_mtc_scored_13,t_mtc_scored_12,t_mtc_scored_11,t_mtc_scored_10,t_mtc_scored_9,t_mtc_scored_8,t_mtc_scored_7,t_mtc_scored_6,t_mtc_scored_5,t_mtc_scored_4,t_mtc_scored_3,t_mtc_scored_2,t_mtc_scored_1,t_mtc_scored_0,t_mtc_absent,t_mtc_unable_to_participate,t_mtc_working_below,t_mtc_just_arrived,t_mtc_missing_reason,t_mtc_sum_scores,mtc_average_score,pt_mtc_eligible_pupils_completed_check,pt_mtc_eligible_pupils_not_completed_check,pt_mtc_scored_25,pt_mtc_scored_24,pt_mtc_scored_23,pt_mtc_scored_22,pt_mtc_scored_21,pt_mtc_scored_20,pt_mtc_scored_19,pt_mtc_scored_18,pt_mtc_scored_17,pt_mtc_scored_16,pt_mtc_scored_15,pt_mtc_scored_14,pt_mtc_scored_13,pt_mtc_scored_12,pt_mtc_scored_11,pt_mtc_scored_10,pt_mtc_scored_9,pt_mtc_scored_8,pt_mtc_scored_7,pt_mtc_scored_6,pt_mtc_scored_5,pt_mtc_scored_4,pt_mtc_scored_3,pt_mtc_scored_2,pt_mtc_scored_1,pt_mtc_scored_0,pt_mtc_absent,pt_mtc_unable_to_participate,pt_mtc_working_below,pt_mtc_just_arrived,pt_mtc_missing_reason
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - White and Black African,State-funded schools,Total,4182,5918,5702,216,1679,779,417,334,275,251,238,216,192,161,153,154,132,138,104,103,80,85,67,32,25,23,17,16,12,19,20,27,142,1,26,115025,20.2,96,4,28,13,7,6,5,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - White and Black Caribbean,State-funded schools,Boys,3638,5273,4964,309,1140,566,355,275,246,210,211,205,209,208,154,167,152,139,135,123,93,77,71,64,32,31,30,15,29,27,33,39,208,0,29,94019,18.9,94,6,22,11,7,5,5,4,4,4,4,4,3,3,3,3,3,2,2,1,1,1,1,1,1,0,1,1,1,1,4,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - White and Black Caribbean,State-funded schools,Girls,3509,5079,4880,199,949,448,335,276,234,241,246,211,205,181,208,161,188,168,165,146,131,95,70,57,43,30,25,21,13,33,36,20,118,2,23,89186,18.3,96,4,19,9,7,5,5,5,5,4,4,4,4,3,4,3,3,3,3,2,1,1,1,1,0,0,0,1,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - White and Black Caribbean,State-funded schools,Total,5563,10352,9844,508,2089,1014,690,551,480,451,457,416,414,389,362,328,340,307,300,269,224,172,141,121,75,61,55,36,42,60,69,59,326,2,52,183205,18.6,95,5,20,10,7,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,1,1,1,1,1,0,0,1,1,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Unclassified,State-funded schools,Boys,4003,5957,5437,520,1277,608,428,319,278,238,226,197,197,179,193,173,156,142,128,106,99,87,64,58,52,40,40,32,36,84,35,55,212,188,30,102570,18.9,91,9,21,10,7,5,5,4,4,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,3,1
202122,Academic year,National,E92000001,England,Ethnic minor,Unclassified,State-funded schools,Girls,3961,5820,5344,476,1131,632,427,314,264,230,215,193,206,192,178,187,165,145,136,142,107,94,50,62,37,43,41,38,49,66,53,46,163,189,25,99580,18.6,92,8,19,11,7,5,5,4,4,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,0
202122,Academic year,National,E92000001,England,Ethnic minor,Unclassified,State-funded schools,Total,6158,11777,10781,996,2408,1240,855,633,542,468,441,390,403,371,371,360,321,287,264,248,206,181,114,120,89,83,81,70,85,150,88,101,375,377,55,202150,18.8,92,8,20,11,7,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,0
202122,Academic year,National,E92000001,England,Ethnic minor,White - Any other White background,State-funded schools,Boys,8391,23532,22575,957,7526,3202,1870,1398,1075,912,814,728,674,587,600,474,455,391,383,308,232,213,186,129,95,77,56,45,53,92,144,108,589,8,108,469497,20.8,96,4,32,14,8,6,5,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,3,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,White - Any other White background,State-funded schools,Girls,8009,22043,21495,548,6349,2807,1845,1349,1139,916,854,784,694,649,569,602,491,442,410,342,316,253,192,123,75,57,38,37,65,97,117,38,319,10,64,437351,20.3,98,2,29,13,8,6,5,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,White - Any other White background,State-funded schools,Total,10547,45575,44070,1505,13875,6009,3715,2747,2214,1828,1668,1512,1368,1236,1169,1076,946,833,793,650,548,466,378,252,170,134,94,82,118,189,261,146,908,18,172,906848,20.6,97,3,30,13,8,6,5,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,White - Gypsy/Roma,State-funded schools,Boys,839,1289,1041,248,106,55,29,29,33,43,36,41,38,38,45,35,43,53,43,58,49,42,39,30,23,21,20,22,23,47,62,10,151,3,22,14473,13.9,81,19,8,4,2,2,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,2,2,2,2,2,2,4,5,1,12,0,2
202122,Academic year,National,E92000001,England,Ethnic minor,White - Gypsy/Roma,State-funded schools,Girls,782,1186,979,207,89,36,31,18,22,23,35,36,28,37,45,40,51,54,50,44,48,41,58,21,27,28,18,18,18,63,46,10,134,0,17,12684,13,83,17,8,3,3,2,2,2,3,3,2,3,4,3,4,5,4,4,4,3,5,2,2,2,2,2,2,5,4,1,11,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,White - Gypsy/Roma,State-funded schools,Total,1360,2475,2020,455,195,91,60,47,55,66,71,77,66,75,90,75,94,107,93,102,97,83,97,51,50,49,38,40,41,110,108,20,285,3,39,27157,13.4,82,18,8,4,2,2,2,3,3,3,3,3,4,3,4,4,4,4,4,3,4,2,2,2,2,2,2,4,4,1,12,0,2
202122,Academic year,National,E92000001,England,Ethnic minor,White - Irish,State-funded schools,Boys,683,730,691,39,183,91,49,39,32,35,36,36,19,21,15,22,10,20,12,15,16,6,6,6,3,2,7,1,3,6,5,5,24,0,5,13611,19.7,95,5,25,12,7,5,4,5,5,5,3,3,2,3,1,3,2,2,2,1,1,1,0,0,1,0,0,1,1,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,White - Irish,State-funded schools,Girls,612,700,670,30,154,78,56,43,37,33,30,25,24,23,20,13,19,18,19,19,13,13,9,9,2,4,3,0,3,3,6,4,17,0,3,12909,19.3,96,4,22,11,8,6,5,5,4,4,3,3,3,2,3,3,3,3,2,2,1,1,0,1,0,0,0,0,1,1,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,White - Irish,State-funded schools,Total,1183,1430,1361,69,337,169,105,82,69,68,66,61,43,44,35,35,29,38,31,34,29,19,15,15,5,6,10,1,6,9,11,9,41,0,8,26520,19.5,95,5,24,12,7,6,5,5,5,4,3,3,2,2,2,3,2,2,2,1,1,1,0,0,1,0,0,1,1,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,White - Traveller of Irish heritage,State-funded schools,Boys,332,354,267,87,25,11,7,9,8,13,8,14,10,8,12,13,13,15,11,10,14,10,15,8,4,6,4,4,6,9,31,8,36,0,12,3739,14,75,25,7,3,2,3,2,4,2,4,3,2,3,4,4,4,3,3,4,3,4,2,1,2,1,1,2,3,9,2,10,0,3
202122,Academic year,National,E92000001,England,Ethnic minor,White - Traveller of Irish heritage,State-funded schools,Girls,296,316,248,68,17,7,8,5,6,7,11,4,6,7,9,14,15,13,12,11,18,13,8,16,8,5,5,4,5,14,22,3,36,0,7,3078,12.4,78,22,5,2,3,2,2,2,3,1,2,2,3,4,5,4,4,3,6,4,3,5,3,2,2,1,2,4,7,1,11,0,2
202122,Academic year,National,E92000001,England,Ethnic minor,White - Traveller of Irish heritage,State-funded schools,Total,569,670,515,155,42,18,15,14,14,20,19,18,16,15,21,27,28,28,23,21,32,23,23,24,12,11,9,8,11,23,53,11,72,0,19,6817,13.2,77,23,6,3,2,2,2,3,3,3,2,2,3,4,4,4,3,3,5,3,3,4,2,2,1,1,2,3,8,2,11,0,3
202122,Academic year,National,E92000001,England,Ethnic minor,White - White British,State-funded schools,Boys,15768,213940,203371,10569,51565,23450,15559,12047,10587,9520,8633,8039,7500,7049,6621,6394,5757,5354,4803,4158,3548,3083,2358,1752,1288,1052,874,609,689,1082,1305,1156,6855,29,1224,3957680,19.5,95,5,24,11,7,6,5,4,4,4,4,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,1,1,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,White - White British,State-funded schools,Girls,15540,203834,197686,6148,42431,21403,14605,12000,10132,9400,8661,8350,8142,7719,7418,7240,6815,6175,5501,4841,4029,3492,2570,1766,1222,941,766,549,645,873,1100,535,3811,28,674,3742855,18.9,97,3,21,11,7,6,5,5,4,4,4,4,4,4,3,3,3,2,2,2,1,1,1,0,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,White - White British,State-funded schools,Total,16033,417774,401057,16717,93996,44853,30164,24047,20719,18920,17294,16389,15642,14768,14039,13634,12572,11529,10304,8999,7577,6575,4928,3518,2510,1993,1640,1158,1334,1955,2405,1691,10666,57,1898,7700535,19.2,96,4,22,11,7,6,5,5,4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,0,0,0,0,0,1,0,3,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Any other ethnic group FSM eligible,State-funded schools,Boys,1843,2951,2751,200,825,358,215,162,131,117,109,77,76,78,75,75,79,51,46,51,34,49,36,31,13,10,10,11,5,27,13,28,145,3,11,54942,20,93,7,28,12,7,5,4,4,4,3,3,3,3,3,3,2,2,2,1,2,1,1,0,0,0,0,0,1,0,1,5,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Any other ethnic group FSM eligible,State-funded schools,Girls,1799,2751,2600,151,672,320,178,127,144,113,94,98,82,95,76,68,84,67,78,39,48,43,43,35,22,16,4,9,11,34,18,13,101,6,13,49854,19.2,95,5,24,12,6,5,5,4,3,4,3,3,3,2,3,2,3,1,2,2,2,1,1,1,0,0,0,1,1,0,4,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Any other ethnic group FSM eligible,State-funded schools,Total,2838,5702,5351,351,1497,678,393,289,275,230,203,175,158,173,151,143,163,118,124,90,82,92,79,66,35,26,14,20,16,61,31,41,246,9,24,104796,19.6,94,6,26,12,7,5,5,4,4,3,3,3,3,3,3,2,2,2,1,2,1,1,1,0,0,0,0,1,1,1,4,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Any other ethnic group Not known to be FSM eligible,State-funded schools,Boys,2748,4401,4208,193,1649,610,331,255,175,146,118,125,108,94,85,68,80,68,61,55,37,29,26,19,16,9,11,9,4,20,20,28,118,2,25,89851,21.4,96,4,37,14,8,6,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Any other ethnic group Not known to be FSM eligible,State-funded schools,Girls,2618,4182,4041,141,1385,610,304,254,197,142,160,122,123,104,99,80,89,71,65,49,47,38,30,16,11,4,12,6,12,11,21,14,93,2,11,84796,21,97,3,33,15,7,6,5,3,4,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Any other ethnic group Not known to be FSM eligible,State-funded schools,Total,4139,8583,8249,334,3034,1220,635,509,372,288,278,247,231,198,184,148,169,139,126,104,84,67,56,35,27,13,23,15,16,31,41,42,211,4,36,174647,21.2,96,4,35,14,7,6,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Any other Asian background FSM eligible,State-funded schools,Boys,1229,1642,1540,102,574,216,131,82,65,55,54,41,39,42,35,27,24,21,26,12,14,26,19,7,4,5,2,4,6,9,3,15,69,2,13,32357,21,94,6,35,13,8,5,4,3,3,2,2,3,2,2,1,1,2,1,1,2,1,0,0,0,0,0,0,1,0,1,4,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Any other Asian background FSM eligible,State-funded schools,Girls,1177,1521,1467,54,441,214,119,89,71,68,53,49,41,41,47,32,28,29,24,22,24,17,12,14,2,10,4,3,2,11,7,9,30,4,4,29888,20.4,96,4,29,14,8,6,5,4,3,3,3,3,3,2,2,2,2,1,2,1,1,1,0,1,0,0,0,1,0,1,2,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Any other Asian background FSM eligible,State-funded schools,Total,2031,3163,3007,156,1015,430,250,171,136,123,107,90,80,83,82,59,52,50,50,34,38,43,31,21,6,15,6,7,8,20,10,24,99,6,17,62245,20.7,95,5,32,14,8,5,4,4,3,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Any other Asian background Not known to be FSM eligible,State-funded schools,Boys,2949,4875,4637,238,2199,767,393,245,181,103,119,91,87,80,77,57,46,32,33,28,19,23,17,9,5,8,4,4,0,10,17,30,169,2,20,104514,22.5,95,5,45,16,8,5,4,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Any other Asian background Not known to be FSM eligible,State-funded schools,Girls,2779,4651,4545,106,2125,763,338,223,160,139,129,114,78,62,79,72,52,41,38,31,25,19,16,9,8,5,4,3,4,8,17,14,57,0,18,101792,22.4,98,2,46,16,7,5,3,3,3,2,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Any other Asian background Not known to be FSM eligible,State-funded schools,Total,4411,9526,9182,344,4324,1530,731,468,341,242,248,205,165,142,156,129,98,73,71,59,44,42,33,18,13,13,8,7,4,18,34,44,226,2,38,206306,22.5,96,4,45,16,8,5,4,3,3,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Bangladeshi FSM eligible,State-funded schools,Boys,864,1827,1696,131,644,282,132,105,76,67,45,50,37,40,35,23,35,24,20,16,16,13,5,8,6,4,1,4,1,7,15,21,87,0,8,36533,21.5,93,7,35,15,7,6,4,4,2,3,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,5,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Bangladeshi FSM eligible,State-funded schools,Girls,827,1768,1694,74,581,247,114,111,88,57,61,64,53,54,38,37,36,28,33,19,19,4,14,8,9,5,1,1,2,10,17,8,42,0,7,35447,20.9,96,4,33,14,6,6,5,3,3,4,3,3,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,1,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Bangladeshi FSM eligible,State-funded schools,Total,1305,3595,3390,205,1225,529,246,216,164,124,106,114,90,94,73,60,71,52,53,35,35,17,19,16,15,9,2,5,3,17,32,29,129,0,15,71980,21.2,94,6,34,15,7,6,5,3,3,3,3,3,2,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,4,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Bangladeshi Not known to be FSM eligible,State-funded schools,Boys,1494,3702,3521,181,1586,534,297,194,140,115,94,82,61,58,49,57,50,40,32,32,36,22,11,7,3,4,6,3,3,5,12,24,138,0,7,78044,22.2,95,5,43,14,8,5,4,3,3,2,2,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Bangladeshi Not known to be FSM eligible,State-funded schools,Girls,1481,3710,3618,92,1498,573,312,174,187,126,98,96,91,77,65,72,48,52,28,25,27,31,8,10,5,1,4,2,2,6,14,15,54,1,8,79465,22,98,2,40,15,8,5,5,3,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Bangladeshi Not known to be FSM eligible,State-funded schools,Total,2231,7412,7139,273,3084,1107,609,368,327,241,192,178,152,135,114,129,98,92,60,57,63,53,19,17,8,5,10,5,5,11,26,39,192,1,15,157509,22.1,96,4,42,15,8,5,4,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Chinese FSM eligible,State-funded schools,Boys,180,186,174,12,84,31,17,10,8,3,5,1,2,3,2,1,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,8,0,3,3994,23,94,6,45,17,9,5,4,2,3,1,1,2,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,2
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Chinese FSM eligible,State-funded schools,Girls,195,202,194,8,107,36,13,9,11,3,5,1,3,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4565,23.5,96,4,53,18,6,4,5,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Chinese FSM eligible,State-funded schools,Total,363,388,368,20,191,67,30,19,19,6,10,2,5,5,2,2,3,1,1,1,3,0,0,0,0,0,0,0,1,0,0,3,14,0,3,8559,23.3,95,5,49,17,8,5,5,2,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Chinese Not known to be FSM eligible,State-funded schools,Boys,1490,1992,1956,36,1102,358,173,89,57,41,29,23,22,10,14,7,3,8,4,5,6,2,1,0,1,0,0,1,0,0,6,4,23,0,3,46216,23.6,98,2,55,18,9,4,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Chinese Not known to be FSM eligible,State-funded schools,Girls,1476,1918,1904,14,1058,333,163,93,57,44,33,27,24,13,14,9,12,2,6,6,0,6,1,2,0,1,0,0,0,0,1,2,9,0,2,44756,23.5,99,1,55,17,8,5,3,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Chinese Not known to be FSM eligible,State-funded schools,Total,2502,3910,3860,50,2160,691,336,182,114,85,62,50,46,23,28,16,15,10,10,11,6,8,2,2,1,1,0,1,0,0,7,6,32,0,5,90972,23.6,99,1,55,18,9,5,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Indian FSM eligible,State-funded schools,Boys,698,964,916,48,362,136,82,50,40,28,33,21,17,17,24,13,17,15,16,9,9,9,2,0,1,4,3,0,4,4,5,4,27,0,12,19676,21.5,95,5,38,14,9,5,4,3,3,2,2,2,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,3,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Indian FSM eligible,State-funded schools,Girls,671,946,918,28,302,124,79,52,41,39,44,28,23,27,24,19,14,20,14,22,12,10,8,3,4,0,1,2,3,3,6,3,13,0,6,19005,20.7,97,3,32,13,8,5,4,4,5,3,2,3,3,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Indian FSM eligible,State-funded schools,Total,1123,1910,1834,76,664,260,161,102,81,67,77,49,40,44,48,32,31,35,30,31,21,19,10,3,5,4,4,2,7,7,11,7,40,0,18,38681,21.1,96,4,35,14,8,5,4,4,4,3,2,2,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Indian Not known to be FSM eligible,State-funded schools,Boys,3665,10401,10062,339,5178,1662,819,519,319,280,210,187,144,122,111,88,80,56,76,44,51,28,21,12,13,9,7,8,5,13,39,37,197,2,64,230578,22.9,97,3,50,16,8,5,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Indian Not known to be FSM eligible,State-funded schools,Girls,3538,10000,9838,162,4746,1689,839,514,378,305,240,200,158,128,137,113,86,54,55,53,42,31,21,16,9,7,5,2,6,4,38,28,72,1,23,224228,22.8,98,2,47,17,8,5,4,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Indian Not known to be FSM eligible,State-funded schools,Total,5065,20401,19900,501,9924,3351,1658,1033,697,585,450,387,302,250,248,201,166,110,131,97,93,59,42,28,22,16,12,10,11,17,77,65,269,3,87,454806,22.9,98,2,49,16,8,5,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Pakistani FSM eligible,State-funded schools,Boys,1761,4041,3775,266,1283,496,316,227,161,155,138,110,91,77,91,79,83,90,63,60,44,34,37,25,17,24,18,16,19,21,33,24,181,0,28,77389,20.5,93,7,32,12,8,6,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,1,1,4,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Pakistani FSM eligible,State-funded schools,Girls,1645,3968,3816,152,1138,480,259,208,187,148,139,142,131,126,110,111,117,102,93,70,56,56,42,27,20,10,6,10,9,19,25,8,106,1,12,76097,19.9,96,4,29,12,7,5,5,4,4,4,3,3,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,1,0,3,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Pakistani FSM eligible,State-funded schools,Total,2431,8009,7591,418,2421,976,575,435,348,303,277,252,222,203,201,190,200,192,156,130,100,90,79,52,37,34,24,26,28,40,58,32,287,1,40,153486,20.2,95,5,30,12,7,5,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,4,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Pakistani Not known to be FSM eligible,State-funded schools,Boys,2941,10659,10169,490,4178,1522,811,540,436,342,303,232,243,193,217,179,161,118,130,106,93,80,64,49,37,25,21,17,24,48,58,66,308,2,56,219044,21.5,95,5,39,14,8,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Pakistani Not known to be FSM eligible,State-funded schools,Girls,2841,10208,9920,288,3466,1508,786,585,445,398,330,339,287,257,260,211,181,182,126,136,117,83,55,47,23,22,16,13,16,31,54,21,172,2,39,209272,21.1,97,3,34,15,8,6,4,4,3,3,3,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Asian - Pakistani Not known to be FSM eligible,State-funded schools,Total,3924,20867,20089,778,7644,3030,1597,1125,881,740,633,571,530,450,477,390,342,300,256,242,210,163,119,96,60,47,37,30,40,79,112,87,480,4,95,428316,21.3,96,4,37,15,8,5,4,4,3,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Black - Any other Black background FSM eligible,State-funded schools,Boys,833,1024,943,81,298,120,83,40,47,33,33,27,30,34,24,26,16,21,15,14,25,15,9,2,7,4,2,5,2,11,5,9,61,0,6,18911,20.1,92,8,29,12,8,4,5,3,3,3,3,3,2,3,2,2,1,1,2,1,1,0,1,0,0,0,0,1,0,1,6,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Black - Any other Black background FSM eligible,State-funded schools,Girls,812,988,938,50,232,118,73,59,43,29,30,38,37,52,20,43,27,23,24,20,14,10,10,12,7,4,6,1,0,6,8,3,30,1,8,18219,19.4,95,5,23,12,7,6,4,3,3,4,4,5,2,4,3,2,2,2,1,1,1,1,1,0,1,0,0,1,1,0,3,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Black - Any other Black background FSM eligible,State-funded schools,Total,1432,2012,1881,131,530,238,156,99,90,62,63,65,67,86,44,69,43,44,39,34,39,25,19,14,14,8,8,6,2,17,13,12,91,1,14,37130,19.7,93,7,26,12,8,5,4,3,3,3,3,4,2,3,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,1,5,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Black - Any other Black background Not known to be FSM eligible,State-funded schools,Boys,1203,1524,1457,67,552,232,110,97,63,50,40,40,34,37,30,23,21,26,14,13,16,13,13,8,7,6,2,3,3,4,4,11,40,0,12,31107,21.4,96,4,36,15,7,6,4,3,3,3,2,2,2,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Black - Any other Black background Not known to be FSM eligible,State-funded schools,Girls,1134,1433,1403,30,506,192,127,59,79,52,47,52,42,35,38,26,36,24,21,18,14,12,10,5,1,2,1,1,0,3,5,3,20,0,2,29720,21.2,98,2,35,13,9,4,6,4,3,4,3,2,3,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Black - Any other Black background Not known to be FSM eligible,State-funded schools,Total,1980,2957,2860,97,1058,424,237,156,142,102,87,92,76,72,68,49,57,50,35,31,30,25,23,13,8,8,3,4,3,7,9,14,60,0,14,60827,21.3,97,3,36,14,8,5,5,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnicity by FSM,Black - Black African FSM eligible,State-funded schools,Boys,2555,4807,4495,312,1695,702,392,249,186,146,128,125,97,89,101,95,90,57,56,56,56,49,30,17,14,20,10,14,5,16,12,46,223,1,30,95594,21.3,94,6,35,15,8,5,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,5,0,1
